,date,transactionId,sessionsToTransaction,daysToTransaction,transactions,GACity,GAProduct name,GATransacionRevenue,Match GA-DB (commitment fees),City,Product_type,MatchProduct,Matched Revenue,Matched City
11814,18-04-2017,2307321,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11815,18-04-2017,2307331,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11816,18-04-2017,2307341,3,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11817,18-04-2017,2307351,2,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11818,18-04-2017,2307371,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11819,18-04-2017,2307381,1,0,1,Secunderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11820,18-04-2017,2307391,1,0,1,Bhopal,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11821,18-04-2017,2307401,1,0,1,Hartford,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11822,18-04-2017,2307411,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11823,18-04-2017,2307421,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11824,18-04-2017,2307421,3,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11825,18-04-2017,2307441,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11826,18-04-2017,2307441,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11827,18-04-2017,2307451,14,62,1,Kolkata,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11828,18-04-2017,2307481,5,1,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11829,18-04-2017,2307491,3,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11830,18-04-2017,2307521,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11831,18-04-2017,2307531,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11832,18-04-2017,2307541,4,0,1,Tiruchirappalli,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11833,18-04-2017,2307551,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11834,18-04-2017,2307611,2,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11835,18-04-2017,2307621,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11836,18-04-2017,2307631,1,0,1,Kota,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11837,18-04-2017,2307641,1,0,1,Bhopal,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11838,18-04-2017,2307661,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11839,18-04-2017,2307671,4,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11840,18-04-2017,2307691,3,30,1,Kolkata,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11841,18-04-2017,2307701,4,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11842,18-04-2017,2307711,1,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11843,18-04-2017,2307761,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11844,18-04-2017,2307771,2,21,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11845,18-04-2017,2307801,1,0,1,Lucknow,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11846,18-04-2017,2307801,2,0,1,Lucknow,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
15974,27-04-2017,2307801,2,4,1,Lucknow,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11847,18-04-2017,2307821,2,0,1,Panipat,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11848,18-04-2017,2307851,1,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11849,18-04-2017,2307871,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11850,18-04-2017,2307881,2,0,1,Gurgaon,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11851,18-04-2017,2307911,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11852,18-04-2017,2307921,2,32,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11853,18-04-2017,2307931,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11854,18-04-2017,2307961,2,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11855,18-04-2017,2307981,1,0,1,Gurgaon,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11856,18-04-2017,2307991,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11857,18-04-2017,2308021,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11858,18-04-2017,2308041,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11859,18-04-2017,2308051,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11860,18-04-2017,2308061,3,31,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11861,18-04-2017,2308071,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11862,18-04-2017,2308081,4,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14545,19-04-2017,2308081,6,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11863,18-04-2017,2308091,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11864,18-04-2017,2308101,3,0,1,Navi Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11865,18-04-2017,2308111,1,0,1,Noida,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11866,18-04-2017,2308131,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11867,18-04-2017,2308141,3,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11868,18-04-2017,2308151,1,0,1,Panipat,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11869,18-04-2017,2308161,1,0,1,Amritsar,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11870,18-04-2017,2308181,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11871,18-04-2017,2308191,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11872,18-04-2017,2308201,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11873,18-04-2017,2308211,4,1,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11874,18-04-2017,2308221,2,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11875,18-04-2017,2308261,5,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11876,18-04-2017,2308321,2,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11877,18-04-2017,2308371,1,0,1,Lakewood,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11878,18-04-2017,2308391,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11879,18-04-2017,2308411,1,0,1,Coimbatore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11880,18-04-2017,2308431,3,32,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11881,18-04-2017,2308441,1,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11882,18-04-2017,2308451,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11883,18-04-2017,2308471,2,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11884,18-04-2017,2308481,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11885,18-04-2017,2308491,8,29,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11886,18-04-2017,2308511,3,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11887,18-04-2017,2308521,1,0,1,Coimbatore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11888,18-04-2017,2308561,2,0,1,Navi Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11889,18-04-2017,2308591,1,0,1,Noida,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11890,18-04-2017,2308611,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11891,18-04-2017,2308651,4,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14546,19-04-2017,2308651,6,1,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14547,19-04-2017,2308651,7,1,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14548,19-04-2017,2308651,8,1,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14549,19-04-2017,2308651,9,1,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14742,20-04-2017,2308651,10,1,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11892,18-04-2017,2308671,8,32,1,Udaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11893,18-04-2017,2308681,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11894,18-04-2017,2308741,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11895,18-04-2017,2308761,3,0,1,Sonipat,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11896,18-04-2017,2308771,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11897,18-04-2017,2308781,1,0,1,Noida,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11898,18-04-2017,2308801,1,0,1,McAllen,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11899,18-04-2017,2308811,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11900,18-04-2017,2308821,3,0,1,Ranchi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11901,18-04-2017,2308831,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11902,18-04-2017,2308841,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11903,18-04-2017,2308881,2,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11904,18-04-2017,2308891,1,0,1,Coimbatore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11905,18-04-2017,2308931,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11906,18-04-2017,2308951,1,0,1,Jamnagar,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11907,18-04-2017,2308961,4,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11908,18-04-2017,2308971,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11909,18-04-2017,2309011,2,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11910,18-04-2017,2309031,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11911,18-04-2017,2309041,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11912,18-04-2017,2309051,1,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
15252,25-04-2017,2309051,4,6,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11913,18-04-2017,2309071,1,0,1,Kochi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11914,18-04-2017,2309111,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11915,18-04-2017,2309131,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11916,18-04-2017,2309141,3,0,1,Pimpri-Chinchwad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11917,18-04-2017,2309151,2,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11918,18-04-2017,2309181,4,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11919,18-04-2017,2309221,1,0,1,Mira Bhayandar,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11920,18-04-2017,2309251,2,37,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11921,18-04-2017,2309251,3,38,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11922,18-04-2017,2309321,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11923,18-04-2017,2309331,3,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11924,18-04-2017,2309341,3,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11925,18-04-2017,2309351,2,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11926,18-04-2017,2309401,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11927,18-04-2017,2309421,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11928,18-04-2017,2309441,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11929,18-04-2017,2309451,2,20,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11930,18-04-2017,2309471,3,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11931,18-04-2017,2309481,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11932,18-04-2017,2309491,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11933,18-04-2017,2309531,1,0,1,Guyancourt,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11934,18-04-2017,2309541,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11935,18-04-2017,2309551,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11936,18-04-2017,2309581,5,0,1,Surat,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11937,18-04-2017,2309611,1,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11938,18-04-2017,2309631,2,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11939,18-04-2017,2309651,4,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11940,18-04-2017,2309671,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11941,18-04-2017,2309681,1,0,1,Udaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11942,18-04-2017,2309691,2,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11943,18-04-2017,2309701,3,0,1,Dehradun,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11944,18-04-2017,2309741,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11945,18-04-2017,2309751,8,33,1,Bhavnagar,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11946,18-04-2017,2309761,13,62,1,Gurgaon,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11947,18-04-2017,2309791,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14550,19-04-2017,2309801,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11948,18-04-2017,2309861,1,0,1,Surat,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11949,18-04-2017,2309871,3,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11950,18-04-2017,2309881,2,4,1,Pimpri-Chinchwad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11951,18-04-2017,2309901,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11952,18-04-2017,2309901,2,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14949,21-04-2017,2309901,3,2,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14950,21-04-2017,2309901,4,3,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11953,18-04-2017,2309921,2,0,1,Coimbatore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11954,18-04-2017,2309931,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11955,18-04-2017,2309971,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11956,18-04-2017,2309981,1,0,1,Pimpri-Chinchwad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11957,18-04-2017,2310001,1,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11958,18-04-2017,2310011,2,0,1,Agra,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14951,21-04-2017,2310011,3,3,1,Agra,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11959,18-04-2017,2310021,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11960,18-04-2017,2310041,1,0,1,Nashik,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11961,18-04-2017,2310051,3,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11962,18-04-2017,2310061,2,0,1,New York,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11963,18-04-2017,2310081,11,61,1,Bhubaneswar,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11964,18-04-2017,2310091,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11965,18-04-2017,2310101,1,0,1,Lucknow,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11966,18-04-2017,2310111,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11967,18-04-2017,2310121,2,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11968,18-04-2017,2310131,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11969,18-04-2017,2310161,3,28,1,Khammam,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11970,18-04-2017,2310181,4,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11971,18-04-2017,2310201,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11972,18-04-2017,2310211,2,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11973,18-04-2017,2310231,2,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11974,18-04-2017,2310261,5,0,1,Dhanbad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11975,18-04-2017,2310271,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11976,18-04-2017,2310291,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11977,18-04-2017,2310311,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11978,18-04-2017,2310321,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
11979,18-04-2017,2310361,2,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
