,date,transactionId,daysSinceLastSession,browser,users,sessions,pageviews
147,03-03-2017,1743861,0,Safari,1,0,0
148,03-03-2017,1744001,0,Chrome,1,0,0
149,04-03-2017,1277346,0,Chrome,1,0,0
150,04-03-2017,1277347,0,Chrome,1,0,0
151,04-03-2017,1277436,0,Chrome,1,0,0
152,04-03-2017,1277440,0,Chrome,1,0,0
153,04-03-2017,1518781,13,Chrome,1,1,0
154,04-03-2017,1717781,2,Chrome,1,1,0
155,04-03-2017,1727765,0,Chrome,1,0,0
156,04-03-2017,1727773,0,Chrome,1,0,0
157,04-03-2017,1727779,0,Chrome,1,0,0
158,04-03-2017,1727781,0,Chrome,1,0,0
159,04-03-2017,1727784,0,Chrome,1,0,0
160,04-03-2017,1727786,16,Firefox,1,0,0
161,04-03-2017,1727788,0,Chrome,1,0,0
162,04-03-2017,1727798,0,Chrome,1,0,0
163,04-03-2017,1727812,0,Chrome,1,0,0
164,04-03-2017,1727815,0,Firefox,1,0,0
165,04-03-2017,1727817,0,Chrome,1,0,0
166,04-03-2017,1727821,0,Chrome,1,0,0
167,04-03-2017,1727823,0,Chrome,1,0,0
168,04-03-2017,1727832,0,Chrome,1,0,0
169,04-03-2017,1727833,0,Chrome,1,0,0
170,04-03-2017,1727836,0,Chrome,1,0,0
171,04-03-2017,1727837,0,Firefox,1,0,0
172,04-03-2017,1727838,0,Safari,1,0,0
173,04-03-2017,1727839,0,Chrome,1,0,0
174,04-03-2017,1727842,0,Chrome,1,0,0
175,04-03-2017,1727848,0,Chrome,1,0,0
176,04-03-2017,1727852,0,Chrome,1,0,0
177,04-03-2017,1727855,0,Chrome,1,0,0
178,04-03-2017,1727857,0,Chrome,1,0,0
179,04-03-2017,1727862,0,Chrome,1,0,0
180,04-03-2017,1727869,0,Chrome,1,0,0
181,04-03-2017,1727872,0,Chrome,1,0,0
182,04-03-2017,1727875,0,Chrome,1,0,0
183,04-03-2017,1727883,0,Chrome,1,0,0
184,04-03-2017,1727887,0,Chrome,1,0,0
185,04-03-2017,1727888,0,Chrome,1,0,0
186,04-03-2017,1727896,0,Safari,1,0,0
187,04-03-2017,1727899,0,Chrome,1,0,0
188,04-03-2017,1727912,0,Chrome,1,0,0
189,04-03-2017,1727915,0,Safari,1,0,0
190,04-03-2017,1727918,0,Chrome,1,0,0
191,04-03-2017,1727926,0,Chrome,1,0,0
192,04-03-2017,1744011,0,Chrome,1,0,0
193,04-03-2017,1744021,0,Chrome,1,0,0
194,04-03-2017,1744071,7,Chrome,1,0,0
195,04-03-2017,1744171,0,Chrome,1,0,0
196,04-03-2017,1744191,1,Chrome,1,0,0
197,04-03-2017,1744201,0,Chrome,1,0,0
198,04-03-2017,1744481,0,Chrome,1,0,0
199,04-03-2017,1744491,0,Chrome,1,0,0
200,04-03-2017,1744551,4,Chrome,1,0,0
201,04-03-2017,1744671,0,Chrome,1,0,0
202,04-03-2017,1744701,0,Chrome,1,0,0
203,04-03-2017,1744711,0,Chrome,1,0,0
204,04-03-2017,1744721,2,Safari,1,0,0
205,04-03-2017,1744741,0,Chrome,1,0,0
206,04-03-2017,1744751,0,Opera,1,0,0
207,04-03-2017,1744781,2,Safari,1,0,0
208,04-03-2017,1744881,0,Chrome,1,0,0
209,04-03-2017,1744941,7,Chrome,1,0,0
210,04-03-2017,1744961,3,Chrome,1,0,0
211,04-03-2017,1745051,0,Opera,1,0,0
212,04-03-2017,1745111,0,Chrome,1,0,0
213,04-03-2017,1745181,0,Chrome,1,0,0
214,04-03-2017,1745261,0,Chrome,1,0,0
215,04-03-2017,1745291,0,Chrome,1,0,0
216,04-03-2017,1745301,0,Chrome,1,0,0
217,04-03-2017,1745331,0,Chrome,1,0,0
218,04-03-2017,1745371,0,Chrome,1,0,0
219,04-03-2017,1745421,15,Chrome,1,0,0
220,04-03-2017,1745431,0,Chrome,1,0,0
221,04-03-2017,1745441,0,Firefox,1,0,0
222,04-03-2017,1745451,7,Firefox,1,0,0
223,04-03-2017,1745461,0,Opera,1,0,0
224,04-03-2017,1745541,0,Chrome,1,0,0
225,04-03-2017,1745561,0,Firefox,1,0,0
226,04-03-2017,1745571,0,Firefox,1,0,0
227,04-03-2017,1745581,0,Chrome,1,0,0
228,04-03-2017,1745641,2,Chrome,1,0,0
229,04-03-2017,1745661,0,Chrome,1,0,0
230,05-03-2017,1551981,1,Chrome,1,0,0
231,05-03-2017,1727929,0,Safari,1,0,0
232,05-03-2017,1727931,0,Safari,1,0,0
233,05-03-2017,1727933,0,Safari,1,0,0
234,05-03-2017,1745771,51,Chrome,1,0,0
235,05-03-2017,1745831,0,Chrome,1,0,0
236,05-03-2017,1745861,0,Chrome,1,0,0
237,05-03-2017,1745911,0,Chrome,1,0,0
238,05-03-2017,1746001,0,Chrome,1,0,0
239,05-03-2017,1746011,0,Chrome,1,0,0
240,05-03-2017,1746021,0,Chrome,1,0,0
241,05-03-2017,1746031,0,Chrome,1,0,0
242,05-03-2017,1746081,0,Chrome,1,0,0
243,05-03-2017,1746091,0,Chrome,1,0,0
244,05-03-2017,1746101,0,Chrome,1,0,0
245,05-03-2017,1746111,0,Internet Explorer,1,0,0
246,05-03-2017,1746301,0,Chrome,1,0,0
247,05-03-2017,1746331,0,Chrome,1,0,0
248,05-03-2017,1746371,2,Safari,1,0,0
249,05-03-2017,1746381,2,Safari,1,0,0
250,05-03-2017,1746431,0,Chrome,1,0,0
251,05-03-2017,1746441,0,Chrome,1,0,0
252,05-03-2017,1746461,0,Firefox,1,0,0
253,05-03-2017,1746561,0,Chrome,1,0,0
254,05-03-2017,1746711,0,Chrome,1,0,0
255,05-03-2017,1746731,0,Chrome,1,0,0
256,06-03-2017,1622111,3,Firefox,1,0,0
257,06-03-2017,1727940,0,Chrome,1,0,0
258,06-03-2017,1727944,2,Chrome,1,0,0
259,06-03-2017,1727949,0,Chrome,1,0,0
260,06-03-2017,1727949,2,Chrome,1,0,0
261,06-03-2017,1727952,0,Chrome,1,0,0
262,06-03-2017,1727963,0,Chrome,1,0,0
263,06-03-2017,1727968,0,Edge,1,0,0
264,06-03-2017,1727969,0,Chrome,1,0,0
265,06-03-2017,1727971,0,Chrome,1,0,0
266,06-03-2017,1727977,0,Chrome,1,0,0
267,06-03-2017,1727980,0,Chrome,1,0,0
268,06-03-2017,1727982,0,Chrome,1,0,0
269,06-03-2017,1728002,0,Chrome,1,0,0
270,06-03-2017,1728003,0,Chrome,1,0,0
271,06-03-2017,1728004,0,Chrome,1,0,0
272,06-03-2017,1728006,0,Safari,1,0,0
273,06-03-2017,1728007,0,Chrome,1,0,0
274,06-03-2017,1728008,0,Chrome,1,0,0
275,06-03-2017,1728009,0,Chrome,1,0,0
276,06-03-2017,1728012,0,Chrome,1,0,0
277,06-03-2017,1728015,0,Chrome,1,0,0
278,06-03-2017,1728017,0,Chrome,1,0,0
279,06-03-2017,1728022,0,Chrome,1,0,0
280,06-03-2017,1728027,0,Chrome,1,0,0
281,06-03-2017,1728029,0,Chrome,1,0,0
282,06-03-2017,1728030,0,Chrome,1,0,0
283,06-03-2017,1746741,0,Chrome,1,0,0
284,06-03-2017,1746761,1,Firefox,1,0,0
285,06-03-2017,1746801,0,Chrome,1,0,0
286,06-03-2017,1746871,0,Chrome,1,0,0
287,06-03-2017,1746901,0,Chrome,1,0,0
288,06-03-2017,1747031,0,Chrome,1,0,0
289,06-03-2017,1747121,0,Chrome,1,0,0
290,06-03-2017,1747151,0,Safari,1,0,0
291,06-03-2017,1747201,0,Chrome,1,0,0
292,06-03-2017,1747341,0,Chrome,1,0,0
293,06-03-2017,1747431,3,Chrome,1,0,0
294,06-03-2017,1747531,96,Chrome,1,0,0
295,06-03-2017,1747541,0,Chrome,1,0,0
296,06-03-2017,1747571,0,Opera,1,0,0
297,06-03-2017,1747641,0,Firefox,1,0,0
298,06-03-2017,1747661,0,Safari,1,0,0
299,06-03-2017,1747681,0,Firefox,1,0,0
300,06-03-2017,1747951,0,Chrome,1,0,0
301,06-03-2017,1748011,0,Chrome,1,0,0
302,06-03-2017,1748071,2,Chrome,1,0,0
303,06-03-2017,1748101,0,Chrome,1,0,0
304,07-03-2017,1727982,0,Chrome,1,0,0
305,07-03-2017,1728035,0,Chrome,1,0,0
306,07-03-2017,1728037,0,Chrome,1,0,0
307,07-03-2017,1728038,0,Chrome,1,0,0
308,07-03-2017,1748241,0,Chrome,1,0,0
309,07-03-2017,1748251,0,Chrome,1,0,0
310,07-03-2017,1748261,0,Chrome,1,0,0
311,07-03-2017,1748271,0,Chrome,1,0,0
312,07-03-2017,1748281,0,Opera,1,0,0
313,07-03-2017,1748291,0,Chrome,1,0,0
314,07-03-2017,1748311,0,Chrome,1,0,0
315,07-03-2017,1748331,0,Chrome,1,0,0
316,07-03-2017,1748361,0,Safari,1,0,0
317,07-03-2017,1748391,0,Chrome,1,0,0
318,07-03-2017,1748401,1,Chrome,1,0,0
319,07-03-2017,1748411,0,Chrome,1,0,0
320,07-03-2017,1748421,2,Chrome,1,0,0
321,07-03-2017,1748431,9,Chrome,1,0,0
322,07-03-2017,1748461,9,Chrome,1,0,0
323,07-03-2017,1748471,9,Chrome,1,0,0
324,07-03-2017,1748511,0,Chrome,1,0,0
325,07-03-2017,1748651,0,Chrome,1,0,0
326,07-03-2017,1748661,0,Chrome,1,0,0
327,07-03-2017,1748871,33,Chrome,1,0,0
328,07-03-2017,1748891,2,Chrome,1,0,0
329,07-03-2017,1748901,0,Chrome,1,0,0
330,07-03-2017,1749011,0,Chrome,1,0,0
331,07-03-2017,1749051,2,Chrome,1,0,0
332,07-03-2017,1749071,0,Chrome,1,0,0
333,07-03-2017,1749091,0,Chrome,1,0,0
334,07-03-2017,1749101,0,Chrome,1,0,0
335,07-03-2017,1749131,0,Chrome,1,0,0
336,07-03-2017,1749141,0,Chrome,1,0,0
337,07-03-2017,1749161,0,Firefox,1,0,0
338,07-03-2017,1749201,0,Chrome,1,0,0
339,07-03-2017,1749231,19,Chrome,1,0,0
340,07-03-2017,1749251,0,Chrome,1,0,0
341,07-03-2017,1749301,0,Chrome,1,0,0
342,07-03-2017,1749311,0,Chrome,1,0,0
343,07-03-2017,1749381,0,Chrome,1,0,0
344,07-03-2017,1749421,0,Chrome,1,0,0
345,07-03-2017,1749461,0,Edge,1,0,0
346,07-03-2017,1749511,0,Edge,1,0,0
347,07-03-2017,1749521,0,Chrome,1,0,0
348,07-03-2017,1749571,0,Edge,1,0,0
349,07-03-2017,1749611,0,Chrome,1,0,0
350,07-03-2017,1749651,0,Chrome,1,0,0
351,07-03-2017,1749661,0,Chrome,1,0,0
352,07-03-2017,1749711,14,Chrome,1,0,0
353,07-03-2017,1749741,0,Chrome,1,0,0
354,07-03-2017,1749751,0,Firefox,1,0,0
355,07-03-2017,1749761,0,Firefox,1,0,0
356,07-03-2017,1749821,0,Chrome,1,0,0
357,07-03-2017,1749851,0,Chrome,1,0,0
358,07-03-2017,1749861,0,Safari,1,0,0
359,07-03-2017,1749871,0,Chrome,1,0,0
360,07-03-2017,1749881,0,Chrome,1,0,0
361,07-03-2017,1749901,0,Chrome,1,0,0
362,07-03-2017,1749941,0,Chrome,1,0,0
363,07-03-2017,1750061,0,Chrome,1,0,0
364,07-03-2017,1750131,0,Chrome,1,0,0
365,07-03-2017,1750141,0,Chrome,1,0,0
366,07-03-2017,1750161,0,Chrome,1,0,0
367,07-03-2017,1750171,1,Chrome,1,0,0
368,07-03-2017,1750181,0,Chrome,1,0,0
369,07-03-2017,1750191,0,Chrome,1,0,0
370,07-03-2017,1750251,5,Android Webview,1,0,0
371,08-03-2017,1728052,0,Chrome,1,0,0
372,08-03-2017,1728054,0,Chrome,1,0,0
373,08-03-2017,1750411,0,Firefox,1,0,0
374,08-03-2017,1750431,0,Chrome,1,0,0
375,08-03-2017,1750471,0,Firefox,1,0,0
376,08-03-2017,1750491,0,Chrome,1,0,0
377,08-03-2017,1750581,1,Safari,1,0,0
378,08-03-2017,1750591,0,Firefox,1,0,0
379,08-03-2017,1750601,1,Chrome,1,0,0
380,08-03-2017,1751051,0,Chrome,1,0,0
381,08-03-2017,1751081,0,Opera,1,0,0
382,08-03-2017,1751161,0,Chrome,1,0,0
383,08-03-2017,1751221,0,Chrome,1,0,0
384,08-03-2017,1751241,0,Internet Explorer,1,0,0
385,08-03-2017,1751291,0,Chrome,1,0,0
386,08-03-2017,1751341,0,Chrome,1,0,0
387,08-03-2017,1751461,0,Chrome,1,0,0
388,08-03-2017,1751501,0,Chrome,1,0,0
389,08-03-2017,1751591,0,Chrome,1,0,0
390,08-03-2017,1751611,0,Chrome,1,0,0
391,08-03-2017,1751711,0,Chrome,1,0,0
392,08-03-2017,1751731,8,Firefox,1,0,0
393,08-03-2017,1751741,0,Chrome,1,0,0
394,08-03-2017,1751751,0,Chrome,1,0,0
395,08-03-2017,1751761,0,Chrome,1,0,0
396,08-03-2017,1751771,0,Chrome,1,0,0
397,08-03-2017,1751791,8,Firefox,1,0,0
398,08-03-2017,1751801,0,Chrome,1,0,0
399,08-03-2017,1751811,0,Chrome,1,0,0
400,08-03-2017,1751831,0,Chrome,1,0,0
401,08-03-2017,1751851,0,Chrome,1,0,0
402,08-03-2017,1751881,0,Chrome,1,0,0
403,08-03-2017,1751891,0,Chrome,1,0,0
404,08-03-2017,1751921,8,Firefox,1,0,0
405,08-03-2017,1751951,0,Chrome,1,0,0
406,08-03-2017,1751961,0,Chrome,1,0,0
407,08-03-2017,1751981,0,Chrome,1,0,0
408,08-03-2017,1752071,1,Chrome,1,0,0
409,08-03-2017,1752081,0,Chrome,1,0,0
410,08-03-2017,1752121,0,Chrome,1,0,0
411,08-03-2017,1752141,0,Internet Explorer,1,0,0
412,08-03-2017,1752201,0,Firefox,1,0,0
413,08-03-2017,1752211,7,Chrome,1,0,0
414,08-03-2017,1752221,0,Firefox,1,0,0
415,08-03-2017,1752261,0,Chrome,1,0,0
416,08-03-2017,1752331,0,Chrome,1,0,0
417,08-03-2017,1752361,0,Edge,1,0,0
418,08-03-2017,1752411,0,Chrome,1,0,0
419,08-03-2017,1752421,0,Chrome,1,0,0
420,08-03-2017,1752501,0,Chrome,1,0,0
421,08-03-2017,1752531,0,Safari,1,0,0
422,08-03-2017,1752681,2,Chrome,1,0,0
423,09-03-2017,1622111,2,Firefox,1,0,0
424,09-03-2017,1727968,2,Edge,1,0,0
425,09-03-2017,1728060,0,Chrome,1,0,0
426,09-03-2017,1752771,0,Chrome,1,0,0
427,09-03-2017,1752831,0,Chrome,1,0,0
428,09-03-2017,1752851,0,Internet Explorer,1,0,0
429,09-03-2017,1752861,0,Chrome,1,0,0
430,09-03-2017,1752901,3,Chrome,1,0,0
431,09-03-2017,1752911,0,Chrome,1,0,0
432,09-03-2017,1752951,0,Chrome,1,0,0
433,09-03-2017,1752971,0,Chrome,1,0,0
434,09-03-2017,1753031,0,Chrome,1,0,0
435,09-03-2017,1753051,2,Chrome,1,0,0
436,09-03-2017,1753081,0,Opera,1,0,0
437,09-03-2017,1753091,0,Chrome,1,0,0
438,09-03-2017,1753131,0,Chrome,1,0,0
439,09-03-2017,1753151,0,Opera,1,0,0
440,09-03-2017,1753161,1,Chrome,1,0,0
441,09-03-2017,1753171,0,Opera,1,0,0
442,09-03-2017,1753191,0,Chrome,1,0,0
443,09-03-2017,1753201,0,Opera,1,0,0
444,09-03-2017,1753231,0,Edge,1,0,0
445,09-03-2017,1753241,0,Opera,1,0,0
446,09-03-2017,1753251,0,Opera,1,0,0
447,09-03-2017,1753281,0,Chrome,1,0,0
448,09-03-2017,1753311,0,Chrome,1,0,0
449,09-03-2017,1753341,0,Chrome,1,0,0
450,09-03-2017,1753391,0,Chrome,1,0,0
451,09-03-2017,1753451,0,Chrome,1,0,0
452,09-03-2017,1753501,0,Safari,1,0,0
453,09-03-2017,1753511,0,Chrome,1,0,0
454,09-03-2017,1753531,0,Edge,1,0,0
455,09-03-2017,1753541,0,Chrome,1,0,0
456,09-03-2017,1753561,0,Chrome,1,0,0
457,09-03-2017,1753571,0,Chrome,1,0,0
458,09-03-2017,1753581,0,Chrome,1,0,0
459,09-03-2017,1753591,7,Firefox,1,0,0
460,09-03-2017,1753611,0,Chrome,1,0,0
461,09-03-2017,1753621,0,Chrome,1,0,0
462,09-03-2017,1753641,0,Chrome,1,0,0
463,09-03-2017,1753671,6,Chrome,1,0,0
464,09-03-2017,1753681,0,Internet Explorer,1,0,0
465,09-03-2017,1753701,0,Chrome,1,0,0
466,09-03-2017,1753791,0,Firefox,1,0,0
467,09-03-2017,1753801,0,Chrome,1,0,0
468,09-03-2017,1753851,0,Chrome,1,0,0
469,09-03-2017,1753971,0,Chrome,1,0,0
470,09-03-2017,1753991,1,Chrome,1,0,0
471,09-03-2017,1754001,0,Chrome,1,0,0
472,09-03-2017,1754051,1,Chrome,1,0,0
473,09-03-2017,1754121,0,Firefox,1,0,0
474,09-03-2017,1754141,0,Chrome,1,0,0
475,09-03-2017,1754251,1,Chrome,1,0,0
476,09-03-2017,1754301,0,Chrome,1,0,0
477,09-03-2017,1754361,0,Chrome,1,0,0
478,09-03-2017,1754461,0,Chrome,1,0,0
479,09-03-2017,1754511,0,Chrome,1,0,0
480,09-03-2017,1754551,0,Chrome,1,0,0
481,09-03-2017,1754581,0,Chrome,1,0,0
482,09-03-2017,1754661,1,Chrome,1,0,0
483,09-03-2017,1754841,0,Chrome,1,0,0
484,09-03-2017,1754871,0,Firefox,1,0,0
485,09-03-2017,1754891,0,Firefox,1,0,0
486,09-03-2017,1754901,4,Chrome,1,0,0
487,09-03-2017,1754941,0,Chrome,1,0,0
488,09-03-2017,1754971,2,Chrome,1,0,0
489,09-03-2017,1754981,1,Chrome,1,0,0
490,09-03-2017,1754991,0,Chrome,1,0,0
491,09-03-2017,1755031,0,Chrome,1,0,0
492,09-03-2017,1755041,14,Chrome,1,0,0
493,09-03-2017,1755051,42,Chrome,1,0,0
494,09-03-2017,1755111,8,Chrome,1,0,0
495,10-03-2017,1667671,16,Chrome,1,0,0
496,10-03-2017,1728096,0,Chrome,1,0,0
497,10-03-2017,1755431,0,Chrome,1,0,0
498,10-03-2017,1755511,0,Chrome,1,0,0
499,10-03-2017,1755581,0,Chrome,1,0,0
500,10-03-2017,1755681,0,Chrome,1,0,0
501,10-03-2017,1755711,0,Chrome,1,0,0
502,10-03-2017,1755761,0,Opera,1,0,0
503,10-03-2017,1755801,0,Chrome,1,0,0
504,10-03-2017,1755821,0,Chrome,1,0,0
505,10-03-2017,1755841,0,Chrome,1,0,0
506,10-03-2017,1755851,0,Chrome,1,0,0
507,10-03-2017,1755861,0,Chrome,1,0,0
508,10-03-2017,1755891,0,Chrome,1,0,0
509,10-03-2017,1755941,0,Chrome,1,0,0
510,10-03-2017,1755961,0,Chrome,1,0,0
511,10-03-2017,1755981,0,Chrome,1,0,0
512,10-03-2017,1755991,0,Chrome,1,0,0
513,10-03-2017,1756031,0,Firefox,1,0,0
514,10-03-2017,1756091,1,Chrome,1,0,0
515,10-03-2017,1756121,0,Firefox,1,0,0
516,10-03-2017,1756151,0,Firefox,1,0,0
517,10-03-2017,1756181,0,Firefox,1,0,0
518,10-03-2017,1756241,0,Firefox,1,0,0
519,10-03-2017,1756461,0,Chrome,1,0,0
520,10-03-2017,1756671,0,Chrome,1,0,0
521,10-03-2017,1756771,0,Chrome,1,0,0
522,10-03-2017,1756811,0,Safari,1,0,0
523,10-03-2017,1756861,0,Chrome,1,0,0
524,10-03-2017,1756881,0,Chrome,1,0,0
525,10-03-2017,1756911,0,Internet Explorer,1,0,0
526,10-03-2017,1756981,4,Chrome,1,0,0
527,10-03-2017,1757091,0,Chrome,1,0,0
528,10-03-2017,1757111,0,Chrome,1,0,0
529,10-03-2017,1757121,0,Chrome,1,0,0
530,10-03-2017,1757131,0,Safari,1,0,0
531,10-03-2017,1757141,0,Chrome,1,0,0
532,10-03-2017,1757151,0,Firefox,1,0,0
533,10-03-2017,1757161,0,Chrome,1,0,0
534,10-03-2017,1757191,0,Chrome,1,0,0
535,10-03-2017,1757201,0,Firefox,1,0,0
536,10-03-2017,1757241,0,Chrome,1,0,0
537,10-03-2017,1757281,0,Chrome,1,0,0
