"","date","transactionId","userType","users","sessions","pageviews"
"49",2017-03-01,"1736541","Returning Visitor",1,0,0
"50",2017-03-01,"1736551","Returning Visitor",1,0,0
"51",2017-03-01,"1736581","Returning Visitor",1,0,0
"52",2017-03-01,"1736691","New Visitor",1,0,0
"53",2017-03-01,"1736751","Returning Visitor",1,0,0
"54",2017-03-02,"1277400","Returning Visitor",1,0,0
"55",2017-03-02,"1277401","Returning Visitor",1,0,0
"56",2017-03-02,"1737101","Returning Visitor",1,0,0
"57",2017-03-02,"1737251","Returning Visitor",1,0,0
"58",2017-03-02,"1737261","Returning Visitor",1,0,0
"59",2017-03-02,"1737291","New Visitor",1,0,0
"60",2017-03-02,"1737481","Returning Visitor",1,0,0
"61",2017-03-02,"1737601","Returning Visitor",1,0,0
"62",2017-03-02,"1737721","Returning Visitor",1,0,0
"63",2017-03-02,"1737741","Returning Visitor",1,0,0
"64",2017-03-02,"1737751","Returning Visitor",1,0,0
"65",2017-03-02,"1737771","Returning Visitor",1,0,0
"66",2017-03-02,"1737791","Returning Visitor",1,0,0
"67",2017-03-02,"1737851","New Visitor",1,0,0
"68",2017-03-02,"1737861","Returning Visitor",1,0,0
"69",2017-03-02,"1737871","Returning Visitor",1,0,0
"70",2017-03-02,"1737881","New Visitor",1,0,0
"71",2017-03-02,"1737901","Returning Visitor",1,0,0
"72",2017-03-02,"1737921","Returning Visitor",1,0,0
"73",2017-03-02,"1737971","Returning Visitor",1,0,0
"74",2017-03-02,"1737981","New Visitor",1,0,0
"75",2017-03-02,"1737991","Returning Visitor",1,0,0
"76",2017-03-02,"1738031","Returning Visitor",1,0,0
"77",2017-03-02,"1738041","Returning Visitor",1,0,0
"78",2017-03-02,"1738071","New Visitor",1,0,0
"79",2017-03-02,"1738091","New Visitor",1,0,0
"80",2017-03-02,"1738101","Returning Visitor",1,0,0
"81",2017-03-02,"1738131","Returning Visitor",1,0,0
"82",2017-03-02,"1738261","Returning Visitor",1,0,0
"83",2017-03-03,"1277402","Returning Visitor",1,0,0
"84",2017-03-03,"1277404","Returning Visitor",1,0,0
"85",2017-03-03,"1277407","Returning Visitor",1,0,0
"86",2017-03-03,"1277752","Returning Visitor",1,0,0
"87",2017-03-03,"1277760","Returning Visitor",1,0,0
"88",2017-03-03,"1277761","Returning Visitor",1,0,0
"89",2017-03-03,"1277763","Returning Visitor",1,0,0
"90",2017-03-03,"1277765","Returning Visitor",1,0,0
"91",2017-03-03,"1280608","New Visitor",1,0,0
"92",2017-03-03,"1280614","New Visitor",1,0,0
"93",2017-03-03,"1280653","Returning Visitor",1,0,0
"94",2017-03-03,"1609081","Returning Visitor",1,0,0
"95",2017-03-03,"1622111","Returning Visitor",1,0,0
"96",2017-03-03,"1727727","New Visitor",1,0,0
"97",2017-03-03,"1727729","New Visitor",1,0,0
"98",2017-03-03,"1727730","New Visitor",1,0,0
"99",2017-03-03,"1727732","Returning Visitor",1,0,0
"100",2017-03-03,"1738031","Returning Visitor",1,0,0
"101",2017-03-03,"1738391","Returning Visitor",1,0,0
"102",2017-03-03,"1738401","Returning Visitor",1,0,0
"103",2017-03-03,"1738431","Returning Visitor",1,0,0
"104",2017-03-03,"1738451","Returning Visitor",1,0,0
"105",2017-03-03,"1738471","Returning Visitor",1,0,0
"106",2017-03-03,"1738481","Returning Visitor",1,0,0
"107",2017-03-03,"1742491","Returning Visitor",1,0,0
"108",2017-03-03,"1742601","Returning Visitor",1,0,0
"109",2017-03-03,"1742611","Returning Visitor",1,0,0
"110",2017-03-03,"1742721","Returning Visitor",1,0,0
"111",2017-03-03,"1742771","New Visitor",1,0,0
"112",2017-03-03,"1742801","Returning Visitor",1,0,0
"113",2017-03-03,"1742821","New Visitor",1,0,0
"114",2017-03-03,"1742851","Returning Visitor",1,0,0
"115",2017-03-03,"1742921","New Visitor",1,0,0
"116",2017-03-03,"1743021","Returning Visitor",1,0,0
"117",2017-03-03,"1743091","New Visitor",1,0,0
"118",2017-03-03,"1743111","New Visitor",1,0,0
"119",2017-03-03,"1743121","New Visitor",1,0,0
"120",2017-03-03,"1743131","Returning Visitor",1,0,0
"121",2017-03-03,"1743191","Returning Visitor",1,0,0
"122",2017-03-03,"1743201","Returning Visitor",1,0,0
"123",2017-03-03,"1743211","Returning Visitor",1,0,0
"124",2017-03-03,"1743221","Returning Visitor",1,0,0
"125",2017-03-03,"1743231","Returning Visitor",1,0,0
"126",2017-03-03,"1743241","Returning Visitor",1,0,0
"127",2017-03-03,"1743251","Returning Visitor",1,0,0
"128",2017-03-03,"1743291","Returning Visitor",1,0,0
"129",2017-03-03,"1743341","Returning Visitor",1,0,0
"130",2017-03-03,"1743351","Returning Visitor",1,0,0
"131",2017-03-03,"1743391","Returning Visitor",1,0,0
"132",2017-03-03,"1743411","Returning Visitor",1,0,0
"133",2017-03-03,"1743421","Returning Visitor",1,0,0
"134",2017-03-03,"1743441","Returning Visitor",1,0,0
"135",2017-03-03,"1743451","Returning Visitor",1,0,0
"136",2017-03-03,"1743461","Returning Visitor",1,0,0
"137",2017-03-03,"1743501","Returning Visitor",1,0,0
"138",2017-03-03,"1743541","Returning Visitor",1,0,0
"139",2017-03-03,"1743601","Returning Visitor",1,0,0
"140",2017-03-03,"1743611","Returning Visitor",1,0,0
"141",2017-03-03,"1743651","Returning Visitor",1,0,0
"142",2017-03-03,"1743681","Returning Visitor",1,0,0
"143",2017-03-03,"1743691","Returning Visitor",1,0,0
"144",2017-03-03,"1743751","Returning Visitor",1,0,0
"145",2017-03-03,"1743821","Returning Visitor",1,0,0
"146",2017-03-03,"1743861","Returning Visitor",1,0,0
"147",2017-03-03,"1744001","Returning Visitor",1,0,0
"148",2017-03-04,"1277346","Returning Visitor",1,0,0
"149",2017-03-04,"1277347","Returning Visitor",1,0,0
"150",2017-03-04,"1277436","Returning Visitor",1,0,0
"151",2017-03-04,"1277440","Returning Visitor",1,0,0
"152",2017-03-04,"1518781","Returning Visitor",1,1,0
"153",2017-03-04,"1717781","Returning Visitor",1,1,0
"154",2017-03-04,"1727765","Returning Visitor",1,0,0
"155",2017-03-04,"1727773","New Visitor",1,0,0
"156",2017-03-04,"1727779","Returning Visitor",1,0,0
"157",2017-03-04,"1727781","New Visitor",1,0,0
"158",2017-03-04,"1727784","New Visitor",1,0,0
"159",2017-03-04,"1727786","Returning Visitor",1,0,0
"160",2017-03-04,"1727788","Returning Visitor",1,0,0
"161",2017-03-04,"1727798","Returning Visitor",1,0,0
"162",2017-03-04,"1727812","Returning Visitor",1,0,0
"163",2017-03-04,"1727815","Returning Visitor",1,0,0
"164",2017-03-04,"1727817","Returning Visitor",1,0,0
"165",2017-03-04,"1727821","Returning Visitor",1,0,0
"166",2017-03-04,"1727823","Returning Visitor",1,0,0
"167",2017-03-04,"1727832","New Visitor",1,0,0
"168",2017-03-04,"1727833","New Visitor",1,0,0
"169",2017-03-04,"1727836","Returning Visitor",1,0,0
"170",2017-03-04,"1727837","Returning Visitor",1,0,0
"171",2017-03-04,"1727838","Returning Visitor",1,0,0
"172",2017-03-04,"1727839","Returning Visitor",1,0,0
"173",2017-03-04,"1727842","Returning Visitor",1,0,0
"174",2017-03-04,"1727848","Returning Visitor",1,0,0
"175",2017-03-04,"1727852","Returning Visitor",1,0,0
"176",2017-03-04,"1727855","Returning Visitor",1,0,0
"177",2017-03-04,"1727857","Returning Visitor",1,0,0
"178",2017-03-04,"1727862","Returning Visitor",1,0,0
"179",2017-03-04,"1727869","Returning Visitor",1,0,0
"180",2017-03-04,"1727872","Returning Visitor",1,0,0
"181",2017-03-04,"1727875","Returning Visitor",1,0,0
"182",2017-03-04,"1727883","Returning Visitor",1,0,0
"183",2017-03-04,"1727887","Returning Visitor",1,0,0
"184",2017-03-04,"1727888","Returning Visitor",1,0,0
"185",2017-03-04,"1727896","New Visitor",1,0,0
"186",2017-03-04,"1727899","Returning Visitor",1,0,0
"187",2017-03-04,"1727912","Returning Visitor",1,0,0
"188",2017-03-04,"1727915","New Visitor",1,0,0
"189",2017-03-04,"1727918","Returning Visitor",1,0,0
"190",2017-03-04,"1727926","Returning Visitor",1,0,0
"191",2017-03-04,"1744011","Returning Visitor",1,0,0
"192",2017-03-04,"1744021","Returning Visitor",1,0,0
"193",2017-03-04,"1744071","Returning Visitor",1,0,0
"194",2017-03-04,"1744171","New Visitor",1,0,0
"195",2017-03-04,"1744191","Returning Visitor",1,0,0
"196",2017-03-04,"1744201","Returning Visitor",1,0,0
"197",2017-03-04,"1744481","Returning Visitor",1,0,0
"198",2017-03-04,"1744491","Returning Visitor",1,0,0
"199",2017-03-04,"1744551","Returning Visitor",1,0,0
"200",2017-03-04,"1744671","Returning Visitor",1,0,0
"201",2017-03-04,"1744701","Returning Visitor",1,0,0
"202",2017-03-04,"1744711","Returning Visitor",1,0,0
"203",2017-03-04,"1744721","Returning Visitor",1,0,0
"204",2017-03-04,"1744741","Returning Visitor",1,0,0
"205",2017-03-04,"1744751","Returning Visitor",1,0,0
"206",2017-03-04,"1744781","Returning Visitor",1,0,0
"207",2017-03-04,"1744881","New Visitor",1,0,0
"208",2017-03-04,"1744941","Returning Visitor",1,0,0
"209",2017-03-04,"1744961","Returning Visitor",1,0,0
"210",2017-03-04,"1745051","Returning Visitor",1,0,0
"211",2017-03-04,"1745111","Returning Visitor",1,0,0
"212",2017-03-04,"1745181","Returning Visitor",1,0,0
"213",2017-03-04,"1745261","Returning Visitor",1,0,0
"214",2017-03-04,"1745291","Returning Visitor",1,0,0
"215",2017-03-04,"1745301","Returning Visitor",1,0,0
"216",2017-03-04,"1745331","Returning Visitor",1,0,0
"217",2017-03-04,"1745371","Returning Visitor",1,0,0
"218",2017-03-04,"1745421","Returning Visitor",1,0,0
"219",2017-03-04,"1745431","Returning Visitor",1,0,0
"220",2017-03-04,"1745441","New Visitor",1,0,0
"221",2017-03-04,"1745451","Returning Visitor",1,0,0
"222",2017-03-04,"1745461","Returning Visitor",1,0,0
"223",2017-03-04,"1745541","New Visitor",1,0,0
"224",2017-03-04,"1745561","Returning Visitor",1,0,0
"225",2017-03-04,"1745571","Returning Visitor",1,0,0
"226",2017-03-04,"1745581","Returning Visitor",1,0,0
"227",2017-03-04,"1745641","Returning Visitor",1,0,0
"228",2017-03-04,"1745661","Returning Visitor",1,0,0
"229",2017-03-05,"1551981","Returning Visitor",1,0,0
"230",2017-03-05,"1727929","New Visitor",1,0,0
"231",2017-03-05,"1727931","Returning Visitor",1,0,0
"232",2017-03-05,"1727933","Returning Visitor",1,0,0
"233",2017-03-05,"1745771","Returning Visitor",1,0,0
"234",2017-03-05,"1745831","New Visitor",1,0,0
"235",2017-03-05,"1745861","New Visitor",1,0,0
"236",2017-03-05,"1745911","New Visitor",1,0,0
"237",2017-03-05,"1746001","Returning Visitor",1,0,0
"238",2017-03-05,"1746011","Returning Visitor",1,0,0
"239",2017-03-05,"1746021","Returning Visitor",1,0,0
"240",2017-03-05,"1746031","Returning Visitor",1,0,0
"241",2017-03-05,"1746081","Returning Visitor",1,0,0
"242",2017-03-05,"1746091","Returning Visitor",1,0,0
"243",2017-03-05,"1746101","Returning Visitor",1,0,0
"244",2017-03-05,"1746111","New Visitor",1,0,0
"245",2017-03-05,"1746301","Returning Visitor",1,0,0
"246",2017-03-05,"1746331","Returning Visitor",1,0,0
"247",2017-03-05,"1746371","Returning Visitor",1,0,0
"248",2017-03-05,"1746381","Returning Visitor",1,0,0
"249",2017-03-05,"1746431","Returning Visitor",1,0,0
"250",2017-03-05,"1746441","Returning Visitor",1,0,0
"251",2017-03-05,"1746461","New Visitor",1,0,0
"252",2017-03-05,"1746561","New Visitor",1,0,0
"253",2017-03-05,"1746711","New Visitor",1,0,0
"254",2017-03-05,"1746731","Returning Visitor",1,0,0
"255",2017-03-06,"1622111","Returning Visitor",1,0,0
"256",2017-03-06,"1727940","New Visitor",1,0,0
"257",2017-03-06,"1727944","Returning Visitor",1,0,0
"258",2017-03-06,"1727949","Returning Visitor",1,0,0
"259",2017-03-06,"1727952","New Visitor",1,0,0
"260",2017-03-06,"1727963","Returning Visitor",1,0,0
"261",2017-03-06,"1727968","New Visitor",1,0,0
"262",2017-03-06,"1727969","Returning Visitor",1,0,0
"263",2017-03-06,"1727971","New Visitor",1,0,0
"264",2017-03-06,"1727977","Returning Visitor",1,0,0
"265",2017-03-06,"1727980","Returning Visitor",1,0,0
"266",2017-03-06,"1727982","Returning Visitor",1,0,0
"267",2017-03-06,"1728002","Returning Visitor",1,0,0
"268",2017-03-06,"1728003","Returning Visitor",1,0,0
"269",2017-03-06,"1728004","Returning Visitor",1,0,0
"270",2017-03-06,"1728006","Returning Visitor",1,0,0
"271",2017-03-06,"1728007","Returning Visitor",1,0,0
"272",2017-03-06,"1728008","Returning Visitor",1,0,0
"273",2017-03-06,"1728009","Returning Visitor",1,0,0
"274",2017-03-06,"1728012","Returning Visitor",1,0,0
"275",2017-03-06,"1728015","Returning Visitor",1,0,0
"276",2017-03-06,"1728017","Returning Visitor",1,0,0
"277",2017-03-06,"1728022","Returning Visitor",1,0,0
"278",2017-03-06,"1728027","Returning Visitor",1,0,0
"279",2017-03-06,"1728029","Returning Visitor",1,0,0
"280",2017-03-06,"1728030","Returning Visitor",1,0,0
"281",2017-03-06,"1746741","Returning Visitor",1,0,0
"282",2017-03-06,"1746761","Returning Visitor",1,0,0
"283",2017-03-06,"1746801","Returning Visitor",1,0,0
"284",2017-03-06,"1746871","Returning Visitor",1,0,0
"285",2017-03-06,"1746901","New Visitor",1,0,0
"286",2017-03-06,"1747031","New Visitor",1,0,0
"287",2017-03-06,"1747121","Returning Visitor",1,0,0
"288",2017-03-06,"1747151","Returning Visitor",1,0,0
"289",2017-03-06,"1747201","Returning Visitor",1,0,0
"290",2017-03-06,"1747341","Returning Visitor",1,0,0
"291",2017-03-06,"1747431","Returning Visitor",1,0,0
"292",2017-03-06,"1747531","Returning Visitor",1,0,0
"293",2017-03-06,"1747541","Returning Visitor",1,0,0
"294",2017-03-06,"1747571","Returning Visitor",1,0,0
"295",2017-03-06,"1747641","Returning Visitor",1,0,0
"296",2017-03-06,"1747661","Returning Visitor",1,0,0
"297",2017-03-06,"1747681","Returning Visitor",1,0,0
"298",2017-03-06,"1747951","New Visitor",1,0,0
"299",2017-03-06,"1748011","New Visitor",1,0,0
"300",2017-03-06,"1748071","Returning Visitor",1,0,0
"301",2017-03-06,"1748101","New Visitor",1,0,0
"302",2017-03-07,"1727982","Returning Visitor",1,0,0
"303",2017-03-07,"1728035","Returning Visitor",1,0,0
"304",2017-03-07,"1728037","Returning Visitor",1,0,0
"305",2017-03-07,"1728038","Returning Visitor",1,0,0
"306",2017-03-07,"1748241","Returning Visitor",1,0,0
"307",2017-03-07,"1748251","Returning Visitor",1,0,0
"308",2017-03-07,"1748261","Returning Visitor",1,0,0
"309",2017-03-07,"1748271","Returning Visitor",1,0,0
"310",2017-03-07,"1748281","Returning Visitor",1,0,0
"311",2017-03-07,"1748291","Returning Visitor",1,0,0
"312",2017-03-07,"1748311","Returning Visitor",1,0,0
"313",2017-03-07,"1748331","New Visitor",1,0,0
"314",2017-03-07,"1748361","Returning Visitor",1,0,0
"315",2017-03-07,"1748391","New Visitor",1,0,0
"316",2017-03-07,"1748401","Returning Visitor",1,0,0
"317",2017-03-07,"1748411","New Visitor",1,0,0
"318",2017-03-07,"1748421","Returning Visitor",1,0,0
"319",2017-03-07,"1748431","Returning Visitor",1,0,0
"320",2017-03-07,"1748461","Returning Visitor",1,0,0
"321",2017-03-07,"1748471","Returning Visitor",1,0,0
"322",2017-03-07,"1748511","Returning Visitor",1,0,0
"323",2017-03-07,"1748651","Returning Visitor",1,0,0
"324",2017-03-07,"1748661","Returning Visitor",1,0,0
"325",2017-03-07,"1748871","Returning Visitor",1,0,0
"326",2017-03-07,"1748891","Returning Visitor",1,0,0
"327",2017-03-07,"1748901","Returning Visitor",1,0,0
"328",2017-03-07,"1749011","Returning Visitor",1,0,0
"329",2017-03-07,"1749051","Returning Visitor",1,0,0
"330",2017-03-07,"1749071","Returning Visitor",1,0,0
"331",2017-03-07,"1749091","Returning Visitor",1,0,0
"332",2017-03-07,"1749101","Returning Visitor",1,0,0
"333",2017-03-07,"1749131","Returning Visitor",1,0,0
"334",2017-03-07,"1749141","Returning Visitor",1,0,0
"335",2017-03-07,"1749161","Returning Visitor",1,0,0
"336",2017-03-07,"1749201","Returning Visitor",1,0,0
"337",2017-03-07,"1749231","Returning Visitor",1,0,0
"338",2017-03-07,"1749251","Returning Visitor",1,0,0
"339",2017-03-07,"1749301","Returning Visitor",1,0,0
"340",2017-03-07,"1749311","Returning Visitor",1,0,0
"341",2017-03-07,"1749381","Returning Visitor",1,0,0
"342",2017-03-07,"1749421","Returning Visitor",1,0,0
"343",2017-03-07,"1749461","New Visitor",1,0,0
"344",2017-03-07,"1749511","New Visitor",1,0,0
"345",2017-03-07,"1749521","Returning Visitor",1,0,0
"346",2017-03-07,"1749571","New Visitor",1,0,0
"347",2017-03-07,"1749611","Returning Visitor",1,0,0
"348",2017-03-07,"1749651","Returning Visitor",1,0,0
"349",2017-03-07,"1749661","Returning Visitor",1,0,0
"350",2017-03-07,"1749711","Returning Visitor",1,0,0
"351",2017-03-07,"1749741","Returning Visitor",1,0,0
"352",2017-03-07,"1749751","New Visitor",1,0,0
"353",2017-03-07,"1749761","Returning Visitor",1,0,0
"354",2017-03-07,"1749821","Returning Visitor",1,0,0
"355",2017-03-07,"1749851","Returning Visitor",1,0,0
"356",2017-03-07,"1749861","New Visitor",1,0,0
"357",2017-03-07,"1749871","Returning Visitor",1,0,0
"358",2017-03-07,"1749881","Returning Visitor",1,0,0
"359",2017-03-07,"1749901","Returning Visitor",1,0,0
"360",2017-03-07,"1749941","Returning Visitor",1,0,0
"361",2017-03-07,"1750061","Returning Visitor",1,0,0
"362",2017-03-07,"1750131","Returning Visitor",1,0,0
"363",2017-03-07,"1750141","Returning Visitor",1,0,0
"364",2017-03-07,"1750161","Returning Visitor",1,0,0
"365",2017-03-07,"1750171","Returning Visitor",1,0,0
"366",2017-03-07,"1750181","Returning Visitor",1,0,0
"367",2017-03-07,"1750191","Returning Visitor",1,0,0
"368",2017-03-07,"1750251","Returning Visitor",1,0,0
"369",2017-03-08,"1728052","Returning Visitor",1,0,0
"370",2017-03-08,"1728054","Returning Visitor",1,0,0
"371",2017-03-08,"1750411","Returning Visitor",1,0,0
"372",2017-03-08,"1750431","Returning Visitor",1,0,0
"373",2017-03-08,"1750471","Returning Visitor",1,0,0
"374",2017-03-08,"1750491","New Visitor",1,0,0
"375",2017-03-08,"1750581","Returning Visitor",1,0,0
"376",2017-03-08,"1750591","Returning Visitor",1,0,0
"377",2017-03-08,"1750601","Returning Visitor",1,0,0
"378",2017-03-08,"1751051","Returning Visitor",1,0,0
"379",2017-03-08,"1751081","New Visitor",1,0,0
"380",2017-03-08,"1751161","Returning Visitor",1,0,0
"381",2017-03-08,"1751221","Returning Visitor",1,0,0
"382",2017-03-08,"1751241","Returning Visitor",1,0,0
"383",2017-03-08,"1751291","Returning Visitor",1,0,0
"384",2017-03-08,"1751341","Returning Visitor",1,0,0
"385",2017-03-08,"1751461","Returning Visitor",1,0,0
"386",2017-03-08,"1751501","Returning Visitor",1,0,0
"387",2017-03-08,"1751591","Returning Visitor",1,0,0
"388",2017-03-08,"1751611","Returning Visitor",1,0,0
"389",2017-03-08,"1751711","Returning Visitor",1,0,0
"390",2017-03-08,"1751731","Returning Visitor",1,0,0
"391",2017-03-08,"1751741","Returning Visitor",1,0,0
"392",2017-03-08,"1751751","Returning Visitor",1,0,0
"393",2017-03-08,"1751761","Returning Visitor",1,0,0
"394",2017-03-08,"1751771","Returning Visitor",1,0,0
"395",2017-03-08,"1751791","Returning Visitor",1,0,0
"396",2017-03-08,"1751801","Returning Visitor",1,0,0
"397",2017-03-08,"1751811","Returning Visitor",1,0,0
"398",2017-03-08,"1751831","Returning Visitor",1,0,0
"399",2017-03-08,"1751851","Returning Visitor",1,0,0
"400",2017-03-08,"1751881","Returning Visitor",1,0,0
"401",2017-03-08,"1751891","Returning Visitor",1,0,0
"402",2017-03-08,"1751921","Returning Visitor",1,0,0
"403",2017-03-08,"1751951","Returning Visitor",1,0,0
"404",2017-03-08,"1751961","Returning Visitor",1,0,0
"405",2017-03-08,"1751981","Returning Visitor",1,0,0
"406",2017-03-08,"1752071","Returning Visitor",1,0,0
"407",2017-03-08,"1752081","New Visitor",1,0,0
"408",2017-03-08,"1752121","New Visitor",1,0,0
"409",2017-03-08,"1752141","New Visitor",1,0,0
"410",2017-03-08,"1752201","Returning Visitor",1,0,0
"411",2017-03-08,"1752211","Returning Visitor",1,0,0
"412",2017-03-08,"1752221","Returning Visitor",1,0,0
"413",2017-03-08,"1752261","Returning Visitor",1,0,0
"414",2017-03-08,"1752331","Returning Visitor",1,0,0
"415",2017-03-08,"1752361","New Visitor",1,0,0
"416",2017-03-08,"1752411","Returning Visitor",1,0,0
"417",2017-03-08,"1752421","Returning Visitor",1,0,0
"418",2017-03-08,"1752501","Returning Visitor",1,0,0
"419",2017-03-08,"1752531","New Visitor",1,0,0
"420",2017-03-08,"1752681","Returning Visitor",1,0,0
"421",2017-03-09,"1622111","Returning Visitor",1,0,0
"422",2017-03-09,"1727968","Returning Visitor",1,0,0
"423",2017-03-09,"1728060","New Visitor",1,0,0
"424",2017-03-09,"1752771","Returning Visitor",1,0,0
"425",2017-03-09,"1752831","New Visitor",1,0,0
"426",2017-03-09,"1752851","New Visitor",1,0,0
"427",2017-03-09,"1752861","Returning Visitor",1,0,0
"428",2017-03-09,"1752901","Returning Visitor",1,0,0
"429",2017-03-09,"1752911","New Visitor",1,0,0
"430",2017-03-09,"1752951","Returning Visitor",1,0,0
"431",2017-03-09,"1752971","Returning Visitor",1,0,0
"432",2017-03-09,"1753031","Returning Visitor",1,0,0
"433",2017-03-09,"1753051","Returning Visitor",1,0,0
"434",2017-03-09,"1753081","Returning Visitor",1,0,0
"435",2017-03-09,"1753091","Returning Visitor",1,0,0
"436",2017-03-09,"1753131","Returning Visitor",1,0,0
"437",2017-03-09,"1753151","Returning Visitor",1,0,0
"438",2017-03-09,"1753161","Returning Visitor",1,0,0
"439",2017-03-09,"1753171","Returning Visitor",1,0,0
"440",2017-03-09,"1753191","Returning Visitor",1,0,0
"441",2017-03-09,"1753201","Returning Visitor",1,0,0
"442",2017-03-09,"1753231","New Visitor",1,0,0
"443",2017-03-09,"1753241","Returning Visitor",1,0,0
"444",2017-03-09,"1753251","Returning Visitor",1,0,0
"445",2017-03-09,"1753281","Returning Visitor",1,0,0
"446",2017-03-09,"1753311","Returning Visitor",1,0,0
"447",2017-03-09,"1753341","Returning Visitor",1,0,0
"448",2017-03-09,"1753391","New Visitor",1,0,0
"449",2017-03-09,"1753451","Returning Visitor",1,0,0
"450",2017-03-09,"1753501","New Visitor",1,0,0
"451",2017-03-09,"1753511","Returning Visitor",1,0,0
"452",2017-03-09,"1753531","New Visitor",1,0,0
"453",2017-03-09,"1753541","Returning Visitor",1,0,0
"454",2017-03-09,"1753561","Returning Visitor",1,0,0
"455",2017-03-09,"1753571","Returning Visitor",1,0,0
"456",2017-03-09,"1753581","Returning Visitor",1,0,0
"457",2017-03-09,"1753591","Returning Visitor",1,0,0
"458",2017-03-09,"1753611","Returning Visitor",1,0,0
"459",2017-03-09,"1753621","Returning Visitor",1,0,0
"460",2017-03-09,"1753641","Returning Visitor",1,0,0
"461",2017-03-09,"1753671","Returning Visitor",1,0,0
"462",2017-03-09,"1753681","Returning Visitor",1,0,0
"463",2017-03-09,"1753701","New Visitor",1,0,0
"464",2017-03-09,"1753791","Returning Visitor",1,0,0
"465",2017-03-09,"1753801","Returning Visitor",1,0,0
"466",2017-03-09,"1753851","Returning Visitor",1,0,0
"467",2017-03-09,"1753971","New Visitor",1,0,0
"468",2017-03-09,"1753991","Returning Visitor",1,0,0
"469",2017-03-09,"1754001","New Visitor",1,0,0
"470",2017-03-09,"1754051","Returning Visitor",1,0,0
"471",2017-03-09,"1754121","Returning Visitor",1,0,0
"472",2017-03-09,"1754141","Returning Visitor",1,0,0
"473",2017-03-09,"1754251","Returning Visitor",1,0,0
"474",2017-03-09,"1754301","New Visitor",1,0,0
"475",2017-03-09,"1754361","New Visitor",1,0,0
"476",2017-03-09,"1754461","Returning Visitor",1,0,0
"477",2017-03-09,"1754511","Returning Visitor",1,0,0
"478",2017-03-09,"1754551","Returning Visitor",1,0,0
"479",2017-03-09,"1754581","Returning Visitor",1,0,0
"480",2017-03-09,"1754661","Returning Visitor",1,0,0
"481",2017-03-09,"1754841","Returning Visitor",1,0,0
"482",2017-03-09,"1754871","Returning Visitor",1,0,0
"483",2017-03-09,"1754891","Returning Visitor",1,0,0
"484",2017-03-09,"1754901","Returning Visitor",1,0,0
"485",2017-03-09,"1754941","Returning Visitor",1,0,0
"486",2017-03-09,"1754971","Returning Visitor",1,0,0
